product_id,product_name,category,brand,price,rating,stock,discount_percent,seller,description
P10228,Nivea Face Wash,Beauty,Nivea,2914.1,3.5,198,25,UrbanBasket,Nivea Face Wash is a budget-friendly beauty product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10229,Milton Wall Clock,Home,Milton,3372.05,4.2,161,40,UrbanBasket,Milton Wall Clock is a premium home product with AI-ready. Ideal for customers looking for reliable quality and value.
P10230,Milton Wall Clock,Home,Milton,4119.31,4.0,152,40,UrbanBasket,Milton Wall Clock is a eco-friendly home product with AI-ready. Ideal for customers looking for reliable quality and value.
P10231,Zara Ethnic Kurta,Fashion,Zara,3044.78,3.8,26,5,UrbanBasket,Zara Ethnic Kurta is a budget-friendly fashion product with travel friendly. Ideal for customers looking for reliable quality and value.
P10232,HarperCollins Data Science Handbook,Books,HarperCollins,1472.92,4.3,3,15,ValueMart,HarperCollins Data Science Handbook is a premium books product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10233,Samsung Smart Watch,Electronics,Samsung,34180.82,3.8,151,40,ValueMart,Samsung Smart Watch is a premium electronics product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10234,Havells Electric Kettle,Home,Havells,4730.83,4.1,189,15,ValueMart,Havells Electric Kettle is a eco-friendly home product with fast charging. Ideal for customers looking for reliable quality and value.
P10235,Penguin Startup Playbook,Books,Penguin,1158.2,3.9,198,25,DailyDeals,Penguin Startup Playbook is a lightweight books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10236,Penguin Productivity Habits,Books,Penguin,884.76,3.8,187,20,RetailHub,Penguin Productivity Habits is a best-selling books product with water resistant. Ideal for customers looking for reliable quality and value.
P10237,Nivea Face Wash,Beauty,Nivea,3123.09,4.5,90,5,DailyDeals,Nivea Face Wash is a high-performance beauty product with travel friendly. Ideal for customers looking for reliable quality and value.
P10238,Cello Storage Organizer,Home,Cello,604.32,3.3,228,40,ShopNest,Cello Storage Organizer is a lightweight home product with soft fabric. Ideal for customers looking for reliable quality and value.
P10239,Cello LED Table Lamp,Home,Cello,4867.26,3.7,247,0,PrimeSeller,Cello LED Table Lamp is a high-performance home product with water resistant. Ideal for customers looking for reliable quality and value.
P10240,Samsung Bluetooth Speaker,Electronics,Samsung,30698.48,4.6,66,0,UrbanBasket,Samsung Bluetooth Speaker is a premium electronics product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10241,Nike Formal Shirt,Fashion,Nike,3459.6,3.7,145,30,RetailHub,Nike Formal Shirt is a best-selling fashion product with water resistant. Ideal for customers looking for reliable quality and value.
P10242,Penguin Productivity Habits,Books,Penguin,1296.32,4.4,76,35,QuickCart,Penguin Productivity Habits is a best-selling books product with long battery life. Ideal for customers looking for reliable quality and value.
P10243,HP Wireless Bluetooth Headphones,Electronics,HP,23439.31,3.9,192,25,UrbanBasket,HP Wireless Bluetooth Headphones is a durable electronics product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10244,Adidas Men Cotton T-Shirt,Fashion,Adidas,5841.55,4.6,161,30,ShopNest,Adidas Men Cotton T-Shirt is a best-selling fashion product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10245,Allen Solly Leather Wallet,Fashion,Allen Solly,3093.97,4.7,117,5,RetailHub,Allen Solly Leather Wallet is a eco-friendly fashion product with soft fabric. Ideal for customers looking for reliable quality and value.
P10246,Biba Leather Wallet,Fashion,Biba,5574.55,4.4,223,35,ShopNest,Biba Leather Wallet is a customer-favorite fashion product with water resistant. Ideal for customers looking for reliable quality and value.
P10247,Anker Smartphone Case,Electronics,Anker,12800.97,4.6,124,10,PrimeSeller,Anker Smartphone Case is a best-selling electronics product with AI-ready. Ideal for customers looking for reliable quality and value.
P10248,Dell Laptop Stand,Electronics,Dell,23445.37,3.7,47,40,DailyDeals,Dell Laptop Stand is a eco-friendly electronics product with AI-ready. Ideal for customers looking for reliable quality and value.
P10249,Nike Ethnic Kurta,Fashion,Nike,392.9,3.3,123,0,PrimeSeller,Nike Ethnic Kurta is a lightweight fashion product with water resistant. Ideal for customers looking for reliable quality and value.
P10250,Packt Startup Playbook,Books,Packt,923.93,4.7,5,30,TrustedStore,Packt Startup Playbook is a stylish books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10251,Allen Solly Sunglasses,Fashion,Allen Solly,4437.43,4.4,138,35,QuickCart,Allen Solly Sunglasses is a compact fashion product with soft fabric. Ideal for customers looking for reliable quality and value.
P10252,Dell Portable SSD,Electronics,Dell,35500.61,3.5,242,25,ValueMart,Dell Portable SSD is a best-selling electronics product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10253,Sony Gaming Mouse,Electronics,Sony,18135.18,4.3,161,0,UrbanBasket,Sony Gaming Mouse is a lightweight electronics product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10254,Lakme Shampoo,Beauty,Lakme,4834.28,4.8,138,30,ShopNest,Lakme Shampoo is a high-performance beauty product with travel friendly. Ideal for customers looking for reliable quality and value.
P10255,Nivea Perfume,Beauty,Nivea,1675.73,3.7,17,30,ShopNest,Nivea Perfume is a best-selling beauty product with machine washable. Ideal for customers looking for reliable quality and value.
P10256,Logitech Webcam,Electronics,Logitech,1941.54,4.0,103,20,QuickCart,Logitech Webcam is a high-performance electronics product with fast charging. Ideal for customers looking for reliable quality and value.
P10257,Zara Ethnic Kurta,Fashion,Zara,2909.18,3.9,38,25,TrustedStore,Zara Ethnic Kurta is a lightweight fashion product with travel friendly. Ideal for customers looking for reliable quality and value.
P10258,Dell Smart Watch,Electronics,Dell,44838.4,3.4,198,40,ShopNest,Dell Smart Watch is a compact electronics product with AI-ready. Ideal for customers looking for reliable quality and value.
P10259,Pearson Productivity Habits,Books,Pearson,1319.44,4.7,243,0,DailyDeals,Pearson Productivity Habits is a stylish books product with water resistant. Ideal for customers looking for reliable quality and value.
P10260,Pearson Personal Finance 101,Books,Pearson,1389.23,4.6,49,20,TrustedStore,Pearson Personal Finance 101 is a budget-friendly books product with long battery life. Ideal for customers looking for reliable quality and value.
P10261,Packt History of India,Books,Packt,775.42,4.3,180,30,DailyDeals,Packt History of India is a compact books product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10262,OReilly Startup Playbook,Books,OReilly,411.47,4.5,64,40,DailyDeals,OReilly Startup Playbook is a compact books product with fast charging. Ideal for customers looking for reliable quality and value.
P10263,Cello Electric Kettle,Home,Cello,3515.6,3.3,205,30,PrimeSeller,Cello Electric Kettle is a durable home product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10264,Dove Face Wash,Beauty,Dove,4957.86,4.0,153,5,DailyDeals,Dove Face Wash is a compact beauty product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10265,Lakme Hair Dryer,Beauty,Lakme,3543.44,3.7,163,5,PrimeSeller,Lakme Hair Dryer is a customer-favorite beauty product with AI-ready. Ideal for customers looking for reliable quality and value.
P10266,Havells LED Table Lamp,Home,Havells,2755.55,3.2,114,10,PrimeSeller,Havells LED Table Lamp is a budget-friendly home product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10267,Penguin Productivity Habits,Books,Penguin,436.04,3.9,146,25,UrbanBasket,Penguin Productivity Habits is a best-selling books product with long battery life. Ideal for customers looking for reliable quality and value.
P10268,Nivea Moisturizer,Beauty,Nivea,5688.8,4.3,16,30,DailyDeals,Nivea Moisturizer is a best-selling beauty product with machine washable. Ideal for customers looking for reliable quality and value.
P10269,H&M Casual Denim Jacket,Fashion,H&M,4993.04,4.7,43,40,UrbanBasket,H&M Casual Denim Jacket is a durable fashion product with AI-ready. Ideal for customers looking for reliable quality and value.
P10270,Nivea Makeup Brush Set,Beauty,Nivea,4722.64,3.9,217,30,UrbanBasket,Nivea Makeup Brush Set is a compact beauty product with travel friendly. Ideal for customers looking for reliable quality and value.
P10271,Havells Electric Kettle,Home,Havells,2262.23,3.9,231,0,DailyDeals,Havells Electric Kettle is a best-selling home product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10272,Loreal Vitamin C Serum,Beauty,Loreal,4122.9,4.4,0,20,ValueMart,Loreal Vitamin C Serum is a lightweight beauty product with long battery life. Ideal for customers looking for reliable quality and value.
P10273,Prestige Electric Kettle,Home,Prestige,3217.53,3.4,114,0,QuickCart,Prestige Electric Kettle is a stylish home product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10274,JBL Power Bank,Electronics,JBL,22371.03,4.1,188,30,RetailHub,JBL Power Bank is a durable electronics product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10275,Ikea Water Bottle,Home,Ikea,4759.44,4.7,239,20,QuickCart,Ikea Water Bottle is a durable home product with machine washable. Ideal for customers looking for reliable quality and value.
P10276,Lakme Vitamin C Serum,Beauty,Lakme,3952.18,4.2,44,40,ValueMart,Lakme Vitamin C Serum is a budget-friendly beauty product with fast charging. Ideal for customers looking for reliable quality and value.
P10277,Penguin Personal Finance 101,Books,Penguin,1066.06,3.2,75,5,PrimeSeller,Penguin Personal Finance 101 is a durable books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10278,Milton Air Fryer,Home,Milton,3322.0,4.4,50,10,RetailHub,Milton Air Fryer is a customer-favorite home product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10279,Zara Leather Wallet,Fashion,Zara,3185.65,4.1,174,40,TrustedStore,Zara Leather Wallet is a budget-friendly fashion product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10280,Logitech Bluetooth Speaker,Electronics,Logitech,14719.15,4.7,42,5,DailyDeals,Logitech Bluetooth Speaker is a stylish electronics product with long battery life. Ideal for customers looking for reliable quality and value.
P10281,H&M Men Cotton T-Shirt,Fashion,H&M,3053.89,4.3,136,20,RetailHub,H&M Men Cotton T-Shirt is a compact fashion product with AI-ready. Ideal for customers looking for reliable quality and value.
P10282,OReilly Data Science Handbook,Books,OReilly,847.19,4.3,112,0,DailyDeals,OReilly Data Science Handbook is a stylish books product with AI-ready. Ideal for customers looking for reliable quality and value.
P10283,Borosil Electric Kettle,Home,Borosil,425.08,3.6,213,5,ValueMart,Borosil Electric Kettle is a eco-friendly home product with AI-ready. Ideal for customers looking for reliable quality and value.
P10284,Allen Solly Formal Shirt,Fashion,Allen Solly,1702.14,3.5,193,5,UrbanBasket,Allen Solly Formal Shirt is a high-performance fashion product with AI-ready. Ideal for customers looking for reliable quality and value.
P10285,Samsung Smart Watch,Electronics,Samsung,43646.85,4.6,152,20,UrbanBasket,Samsung Smart Watch is a best-selling electronics product with water resistant. Ideal for customers looking for reliable quality and value.
P10286,HP Gaming Mouse,Electronics,HP,29800.37,3.6,70,15,TrustedStore,HP Gaming Mouse is a compact electronics product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10287,OReilly Productivity Habits,Books,OReilly,547.83,3.4,179,30,ShopNest,OReilly Productivity Habits is a stylish books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10288,Milton Wall Clock,Home,Milton,1101.18,4.1,219,15,ValueMart,Milton Wall Clock is a compact home product with machine washable. Ideal for customers looking for reliable quality and value.
P10289,H&M Men Cotton T-Shirt,Fashion,H&M,5009.93,3.7,92,25,ShopNest,H&M Men Cotton T-Shirt is a best-selling fashion product with soft fabric. Ideal for customers looking for reliable quality and value.
P10290,OReilly Data Science Handbook,Books,OReilly,468.99,4.5,79,35,QuickCart,OReilly Data Science Handbook is a premium books product with machine washable. Ideal for customers looking for reliable quality and value.
P10291,Allen Solly Ethnic Kurta,Fashion,Allen Solly,2241.29,3.2,237,35,ShopNest,Allen Solly Ethnic Kurta is a customer-favorite fashion product with long battery life. Ideal for customers looking for reliable quality and value.
P10292,Boat Smart Watch,Electronics,Boat,6378.42,4.8,143,20,TrustedStore,Boat Smart Watch is a customer-favorite electronics product with long battery life. Ideal for customers looking for reliable quality and value.
P10293,Penguin Personal Finance 101,Books,Penguin,1351.47,4.6,109,0,QuickCart,Penguin Personal Finance 101 is a high-performance books product with long battery life. Ideal for customers looking for reliable quality and value.
P10294,Boat Gaming Mouse,Electronics,Boat,14823.42,3.6,56,40,DailyDeals,Boat Gaming Mouse is a customer-favorite electronics product with fast charging. Ideal for customers looking for reliable quality and value.
P10295,Loreal Makeup Brush Set,Beauty,Loreal,2493.76,4.5,199,35,DailyDeals,Loreal Makeup Brush Set is a budget-friendly beauty product with fast charging. Ideal for customers looking for reliable quality and value.
P10296,Milton Electric Kettle,Home,Milton,1449.17,4.1,176,0,ValueMart,Milton Electric Kettle is a stylish home product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10297,McGraw Hill Mindfulness Guide,Books,McGraw Hill,488.17,3.4,213,5,TrustedStore,McGraw Hill Mindfulness Guide is a durable books product with machine washable. Ideal for customers looking for reliable quality and value.
P10298,Adidas Formal Shirt,Fashion,Adidas,4055.76,3.2,140,10,TrustedStore,Adidas Formal Shirt is a budget-friendly fashion product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10299,JBL Laptop Stand,Electronics,JBL,38179.49,3.6,11,20,UrbanBasket,JBL Laptop Stand is a eco-friendly electronics product with soft fabric. Ideal for customers looking for reliable quality and value.
P10300,Allen Solly Ethnic Kurta,Fashion,Allen Solly,3869.69,4.2,248,30,ShopNest,Allen Solly Ethnic Kurta is a stylish fashion product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10301,McGraw Hill Mindfulness Guide,Books,McGraw Hill,1055.36,3.5,150,0,TrustedStore,McGraw Hill Mindfulness Guide is a budget-friendly books product with fast charging. Ideal for customers looking for reliable quality and value.
P10302,Boat Wireless Bluetooth Headphones,Electronics,Boat,42183.99,4.8,141,15,QuickCart,Boat Wireless Bluetooth Headphones is a customer-favorite electronics product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10303,McGraw Hill History of India,Books,McGraw Hill,911.21,4.3,60,40,ValueMart,McGraw Hill History of India is a best-selling books product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10304,OReilly History of India,Books,OReilly,1091.52,4.1,19,35,DailyDeals,OReilly History of India is a lightweight books product with travel friendly. Ideal for customers looking for reliable quality and value.
P10305,Nivea Shampoo,Beauty,Nivea,746.62,3.5,81,10,UrbanBasket,Nivea Shampoo is a customer-favorite beauty product with water resistant. Ideal for customers looking for reliable quality and value.
P10306,HP Bluetooth Speaker,Electronics,HP,1139.1,4.3,240,40,TrustedStore,HP Bluetooth Speaker is a lightweight electronics product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10307,Loreal Moisturizer,Beauty,Loreal,3722.92,4.5,3,40,TrustedStore,Loreal Moisturizer is a premium beauty product with long battery life. Ideal for customers looking for reliable quality and value.
P10308,H&M Sports Cap,Fashion,H&M,2134.75,4.5,244,0,PrimeSeller,H&M Sports Cap is a stylish fashion product with soft fabric. Ideal for customers looking for reliable quality and value.
P10309,Samsung Smartphone Case,Electronics,Samsung,3074.02,3.6,147,40,DailyDeals,Samsung Smartphone Case is a best-selling electronics product with long battery life. Ideal for customers looking for reliable quality and value.
P10310,WOW Matte Lipstick,Beauty,WOW,2545.66,4.3,136,35,UrbanBasket,WOW Matte Lipstick is a budget-friendly beauty product with soft fabric. Ideal for customers looking for reliable quality and value.
P10311,H&M Women Running Shoes,Fashion,H&M,5834.55,4.6,105,25,DailyDeals,H&M Women Running Shoes is a high-performance fashion product with AI-ready. Ideal for customers looking for reliable quality and value.
P10312,Borosil Storage Organizer,Home,Borosil,3496.2,3.3,58,20,ValueMart,Borosil Storage Organizer is a durable home product with travel friendly. Ideal for customers looking for reliable quality and value.
P10313,Loreal Sunscreen,Beauty,Loreal,3960.23,3.9,95,15,RetailHub,Loreal Sunscreen is a lightweight beauty product with soft fabric. Ideal for customers looking for reliable quality and value.
P10314,Boat Portable SSD,Electronics,Boat,34954.0,4.4,236,25,PrimeSeller,Boat Portable SSD is a durable electronics product with long battery life. Ideal for customers looking for reliable quality and value.
P10315,Lakme Hair Dryer,Beauty,Lakme,4111.44,4.6,197,0,TrustedStore,Lakme Hair Dryer is a eco-friendly beauty product with machine washable. Ideal for customers looking for reliable quality and value.
P10316,Cello Bedsheet Set,Home,Cello,3142.65,4.7,191,15,PrimeSeller,Cello Bedsheet Set is a best-selling home product with fast charging. Ideal for customers looking for reliable quality and value.
P10317,Pearson Startup Playbook,Books,Pearson,565.19,3.9,76,15,RetailHub,Pearson Startup Playbook is a durable books product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10318,WOW Moisturizer,Beauty,WOW,4487.89,4.4,31,30,UrbanBasket,WOW Moisturizer is a budget-friendly beauty product with water resistant. Ideal for customers looking for reliable quality and value.
P10319,Prestige Wall Clock,Home,Prestige,4537.01,3.2,87,25,ValueMart,Prestige Wall Clock is a stylish home product with long battery life. Ideal for customers looking for reliable quality and value.
P10320,Prestige Non-Stick Frying Pan,Home,Prestige,3086.97,4.7,225,15,UrbanBasket,Prestige Non-Stick Frying Pan is a eco-friendly home product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10321,Penguin Mindfulness Guide,Books,Penguin,750.94,4.6,214,40,UrbanBasket,Penguin Mindfulness Guide is a durable books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10322,Biba Sunglasses,Fashion,Biba,353.5,4.8,40,0,ShopNest,Biba Sunglasses is a durable fashion product with soft fabric. Ideal for customers looking for reliable quality and value.
P10323,HP Gaming Mouse,Electronics,HP,41253.67,4.9,81,25,TrustedStore,HP Gaming Mouse is a eco-friendly electronics product with long battery life. Ideal for customers looking for reliable quality and value.
P10324,Philips Electric Kettle,Home,Philips,3024.59,4.9,228,25,RetailHub,Philips Electric Kettle is a budget-friendly home product with machine washable. Ideal for customers looking for reliable quality and value.
P10325,Borosil Coffee Mug Set,Home,Borosil,1759.46,3.6,92,35,TrustedStore,Borosil Coffee Mug Set is a budget-friendly home product with long battery life. Ideal for customers looking for reliable quality and value.
P10326,Biba Women Running Shoes,Fashion,Biba,1308.94,4.6,62,30,UrbanBasket,Biba Women Running Shoes is a high-performance fashion product with AI-ready. Ideal for customers looking for reliable quality and value.
P10327,Havells Wall Clock,Home,Havells,3590.63,3.9,245,35,ShopNest,Havells Wall Clock is a customer-favorite home product with long battery life. Ideal for customers looking for reliable quality and value.
P10328,Prestige Storage Organizer,Home,Prestige,2610.18,4.1,238,10,ValueMart,Prestige Storage Organizer is a best-selling home product with long battery life. Ideal for customers looking for reliable quality and value.
P10329,Borosil Vacuum Cleaner,Home,Borosil,4658.91,3.6,130,10,RetailHub,Borosil Vacuum Cleaner is a premium home product with AI-ready. Ideal for customers looking for reliable quality and value.
P10330,Nivea Vitamin C Serum,Beauty,Nivea,4733.94,3.4,47,40,ValueMart,Nivea Vitamin C Serum is a eco-friendly beauty product with soft fabric. Ideal for customers looking for reliable quality and value.
P10331,Levis Women Running Shoes,Fashion,Levis,1488.84,4.5,169,20,TrustedStore,Levis Women Running Shoes is a lightweight fashion product with long battery life. Ideal for customers looking for reliable quality and value.
P10332,Penguin Personal Finance 101,Books,Penguin,1030.52,4.2,112,25,DailyDeals,Penguin Personal Finance 101 is a budget-friendly books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10333,Dell Gaming Mouse,Electronics,Dell,46120.76,4.0,35,15,ValueMart,Dell Gaming Mouse is a budget-friendly electronics product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10334,HP Laptop Stand,Electronics,HP,21548.55,3.9,20,0,RetailHub,HP Laptop Stand is a premium electronics product with water resistant. Ideal for customers looking for reliable quality and value.
P10335,HarperCollins Productivity Habits,Books,HarperCollins,738.34,4.3,5,25,ShopNest,HarperCollins Productivity Habits is a best-selling books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10336,Prestige Electric Kettle,Home,Prestige,2765.87,4.7,0,0,QuickCart,Prestige Electric Kettle is a lightweight home product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10337,Zara Leather Wallet,Fashion,Zara,5674.09,4.2,64,0,TrustedStore,Zara Leather Wallet is a durable fashion product with fast charging. Ideal for customers looking for reliable quality and value.
P10338,Samsung Smartphone Case,Electronics,Samsung,47433.92,4.7,65,30,ShopNest,Samsung Smartphone Case is a stylish electronics product with water resistant. Ideal for customers looking for reliable quality and value.
P10339,Milton Air Fryer,Home,Milton,1029.42,4.9,200,35,RetailHub,Milton Air Fryer is a durable home product with fast charging. Ideal for customers looking for reliable quality and value.
P10340,Loreal Shampoo,Beauty,Loreal,4543.45,3.7,72,35,DailyDeals,Loreal Shampoo is a eco-friendly beauty product with soft fabric. Ideal for customers looking for reliable quality and value.
P10341,Logitech Wireless Bluetooth Headphones,Electronics,Logitech,4107.07,3.8,209,0,TrustedStore,Logitech Wireless Bluetooth Headphones is a premium electronics product with fast charging. Ideal for customers looking for reliable quality and value.
P10342,Loreal Face Wash,Beauty,Loreal,5834.13,4.8,34,10,RetailHub,Loreal Face Wash is a stylish beauty product with soft fabric. Ideal for customers looking for reliable quality and value.
P10343,Maybelline Moisturizer,Beauty,Maybelline,220.19,4.7,86,5,UrbanBasket,Maybelline Moisturizer is a customer-favorite beauty product with water resistant. Ideal for customers looking for reliable quality and value.
P10344,OReilly Startup Playbook,Books,OReilly,1330.18,4.7,59,40,UrbanBasket,OReilly Startup Playbook is a budget-friendly books product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10345,Adidas Men Cotton T-Shirt,Fashion,Adidas,3932.34,4.6,105,40,RetailHub,Adidas Men Cotton T-Shirt is a durable fashion product with water resistant. Ideal for customers looking for reliable quality and value.
P10346,JBL Webcam,Electronics,JBL,42363.6,4.9,5,30,PrimeSeller,JBL Webcam is a eco-friendly electronics product with long battery life. Ideal for customers looking for reliable quality and value.
P10347,Sony Gaming Mouse,Electronics,Sony,16376.73,3.8,195,20,PrimeSeller,Sony Gaming Mouse is a compact electronics product with travel friendly. Ideal for customers looking for reliable quality and value.
P10348,Allen Solly Sports Cap,Fashion,Allen Solly,3290.73,3.9,219,30,ValueMart,Allen Solly Sports Cap is a eco-friendly fashion product with AI-ready. Ideal for customers looking for reliable quality and value.
P10349,Samsung Smart Watch,Electronics,Samsung,28637.15,4.1,2,5,QuickCart,Samsung Smart Watch is a best-selling electronics product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10350,Dove Face Wash,Beauty,Dove,3658.34,4.0,67,5,QuickCart,Dove Face Wash is a high-performance beauty product with fast charging. Ideal for customers looking for reliable quality and value.
P10351,Logitech Gaming Mouse,Electronics,Logitech,42456.8,4.7,156,5,PrimeSeller,Logitech Gaming Mouse is a compact electronics product with soft fabric. Ideal for customers looking for reliable quality and value.
P10352,Minimalist Matte Lipstick,Beauty,Minimalist,4988.3,3.7,211,25,PrimeSeller,Minimalist Matte Lipstick is a eco-friendly beauty product with travel friendly. Ideal for customers looking for reliable quality and value.
P10353,JBL Power Bank,Electronics,JBL,3236.63,4.2,128,0,QuickCart,JBL Power Bank is a stylish electronics product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10354,Wonderchef Non-Stick Frying Pan,Home,Wonderchef,5462.16,4.5,146,25,PrimeSeller,Wonderchef Non-Stick Frying Pan is a compact home product with travel friendly. Ideal for customers looking for reliable quality and value.
P10355,Adidas Handbag,Fashion,Adidas,1956.7,4.1,92,30,PrimeSeller,Adidas Handbag is a eco-friendly fashion product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10356,Philips Bedsheet Set,Home,Philips,2076.28,4.1,189,30,ValueMart,Philips Bedsheet Set is a budget-friendly home product with water resistant. Ideal for customers looking for reliable quality and value.
P10357,Puma Formal Shirt,Fashion,Puma,2959.05,3.5,139,15,ValueMart,Puma Formal Shirt is a customer-favorite fashion product with travel friendly. Ideal for customers looking for reliable quality and value.
P10358,Milton Coffee Mug Set,Home,Milton,3861.12,4.0,173,0,QuickCart,Milton Coffee Mug Set is a compact home product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10359,Cello Coffee Mug Set,Home,Cello,2104.02,3.9,91,25,ValueMart,Cello Coffee Mug Set is a best-selling home product with fast charging. Ideal for customers looking for reliable quality and value.
P10360,Dell Webcam,Electronics,Dell,43047.07,3.3,119,10,UrbanBasket,Dell Webcam is a budget-friendly electronics product with machine washable. Ideal for customers looking for reliable quality and value.
P10361,JBL Portable SSD,Electronics,JBL,34817.3,4.7,55,25,PrimeSeller,JBL Portable SSD is a lightweight electronics product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10362,McGraw Hill Personal Finance 101,Books,McGraw Hill,1026.3,4.9,3,40,ShopNest,McGraw Hill Personal Finance 101 is a customer-favorite books product with machine washable. Ideal for customers looking for reliable quality and value.
P10363,Biba Sports Cap,Fashion,Biba,1410.36,4.9,203,35,DailyDeals,Biba Sports Cap is a premium fashion product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10364,H&M Leather Wallet,Fashion,H&M,5409.56,4.0,186,5,QuickCart,H&M Leather Wallet is a compact fashion product with soft fabric. Ideal for customers looking for reliable quality and value.
P10365,Penguin Machine Learning Basics,Books,Penguin,677.31,4.2,177,35,QuickCart,Penguin Machine Learning Basics is a best-selling books product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10366,Nike Formal Shirt,Fashion,Nike,1389.67,4.3,209,10,ShopNest,Nike Formal Shirt is a stylish fashion product with long battery life. Ideal for customers looking for reliable quality and value.
P10367,Packt Data Science Handbook,Books,Packt,322.06,4.3,37,25,PrimeSeller,Packt Data Science Handbook is a durable books product with ergonomic design. Ideal for customers looking for reliable quality and value.
P10368,Puma Sports Cap,Fashion,Puma,5987.59,4.4,229,0,TrustedStore,Puma Sports Cap is a premium fashion product with noise cancellation. Ideal for customers looking for reliable quality and value.
P10369,HarperCollins History of India,Books,HarperCollins,641.93,4.1,28,0,QuickCart,HarperCollins History of India is a high-performance books product with water resistant. Ideal for customers looking for reliable quality and value.
P10370,Sony USB-C Fast Charger,Electronics,Sony,2944.03,4.6,225,40,UrbanBasket,Sony USB-C Fast Charger is a best-selling electronics product with easy maintenance. Ideal for customers looking for reliable quality and value.
P10371,OReilly Productivity Habits,Books,OReilly,1096.63,4.3,114,40,PrimeSeller,OReilly Productivity Habits is a best-selling books product with AI-ready. Ideal for customers looking for reliable quality and value.
P10372,Minimalist Hair Dryer,Beauty,Minimalist,1712.73,4.0,73,30,DailyDeals,Minimalist Hair Dryer is a budget-friendly beauty product with travel friendly. Ideal for customers looking for reliable quality and value.
P10373,McGraw Hill Travel Stories,Books,McGraw Hill,596.77,3.9,156,25,UrbanBasket,McGraw Hill Travel Stories is a customer-favorite books product with water resistant. Ideal for customers looking for reliable quality and value.
P10374,Ikea LED Table Lamp,Home,Ikea,730.62,4.4,177,20,UrbanBasket,Ikea LED Table Lamp is a customer-favorite home product with travel friendly. Ideal for customers looking for reliable quality and value.
P10375,McGraw Hill Machine Learning Basics,Books,McGraw Hill,570.75,3.7,43,20,TrustedStore,McGraw Hill Machine Learning Basics is a compact books product with machine washable. Ideal for customers looking for reliable quality and value.
P10376,Packt Productivity Habits,Books,Packt,1131.29,4.0,233,30,PrimeSeller,Packt Productivity Habits is a lightweight books product with soft fabric. Ideal for customers looking for reliable quality and value.
P10377,JBL Bluetooth Speaker,Electronics,JBL,7705.35,4.5,30,20,TrustedStore,JBL Bluetooth Speaker is a compact electronics product with travel friendly. Ideal for customers looking for reliable quality and value.
P10378,McGraw Hill Personal Finance 101,Books,McGraw Hill,579.3,4.3,172,5,UrbanBasket,McGraw Hill Personal Finance 101 is a best-selling books product with fast charging. Ideal for customers looking for reliable quality and value.
P10379,Samsung Bluetooth Speaker,Electronics,Samsung,28314.51,3.8,119,15,ShopNest,Samsung Bluetooth Speaker is a premium electronics product with AI-ready. Ideal for customers looking for reliable quality and value.
P10380,HP Smart Watch,Electronics,HP,21291.82,4.7,160,10,ValueMart,HP Smart Watch is a budget-friendly electronics product with easy maintenance. Ideal for customers looking for reliable quality and value.
